step_order,x_dif,y_dif,z_dif,rx_dif,ry_dif,rz_dif,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,x_t,y_t,z_t,rx_t,ry_t,rz_t
701,0.0371273,-0.421341,0.803446,3.17826,1.35332,1.52086,-211.50049457900184,-155.44173094560693,116.2640228301515,-167.205700395233,29.03635514163986,22.916650227627052,328.3869527,-3199.767059,-419.74289600000003,-106.13489,-16.004511,-95.605404
702,-0.0259762,-0.784709,0.887382,3.27585,1.55412,1.43413,-251.19157287889448,-172.78344453083156,86.90108174528709,-95.26225484963119,55.634144611423416,0.4758666589991345,260.6592262,-2835.772991,-339.910322,-94.379395,-6.1131317,-91.866303
703,-0.292868,-0.881739,0.709717,2.89711,1.38804,1.58922,-284.2741559697482,-185.12380952235924,82.86917774095149,-89.3865726605646,119.01536616236973,-3.188378349610151,488.210528,-2649.8467610000002,-514.354967,-105.51133,-36.082615999999994,-96.463805
704,0.185492,-0.447616,0.816342,3.1418,1.71535,1.57794,-201.4548255569731,-173.6852801003675,115.74148532099221,-100.630869390007,23.25681527059622,-19.853732446416696,182.23979799999998,-3225.405484,-413.51293200000003,-84.42696600000001,-21.950192,-88.809505
705,-0.0491209,-0.746799,1.01525,2.91135,1.27948,1.51497,-261.68472193892035,-154.58114833732046,69.22819855447685,-110.90400265670267,92.09322528476261,3.2439495261598896,302.7704109,-2860.785601,-207.62864000000002,-111.86339,-30.424201,-97.281356
706,0.396392,-0.585434,0.848688,3.00446,1.9181,1.56586,-209.52894680595665,-181.62361035190503,95.15511174194174,-63.077496623747464,41.71654140145962,-26.545421127308607,-62.156777,-3166.709866,-385.155628,-71.106034,-28.372298999999998,-84.462799
707,0.0474616,-0.667496,1.05822,3.7707,1.86859,1.46348,-233.75990491983433,-156.28741665122007,59.79616733103323,-29.731467538692577,17.092820719019794,-42.34427396180495,224.0296984,-2969.825904,-173.47265000000002,-78.984232,20.731852999999997,-87.269521
708,-0.365939,-0.869767,0.81454,2.85746,1.33367,1.55938,-289.8249710889756,-173.68642601595775,69.18178897307125,-91.42859424241087,124.77874862359069,-5.433295745868132,561.095819,-2636.0564329999997,-408.28879,-109.05804,-36.326328,-97.338699
709,0.091826,-0.453899,0.886034,3.67999,1.37932,1.42388,-207.90060075219486,-144.05705955635747,78.14456776230271,-255.28478336730907,15.099615141318688,136.46479581307895,256.09270399999997,-3187.546601,-338.173134,-103.522675,17.952,-94.03851399999999
710,-0.302636,-0.632497,0.979933,3.67023,1.54922,1.56606,-274.44506499427894,-162.91023580513723,84.38808885584329,-102.67289097185325,63.8383845756812,-0.14533647431288463,569.702896,-2884.244403,-245.755493,-94.794764,8.955686,-92.14684399999999
711,-0.375438,-0.644163,0.973442,3.06457,1.62224,1.64313,-296.48789728855195,-165.99618648971185,76.71732989463183,-87.14172401924203,124.94376046858837,1.782769638705459,645.478528,-2846.924437,-253.18426200000002,-89.838874,-30.191218000000003,-90.505297
712,0.181666,-0.805767,0.999713,2.89636,1.24682,1.6843,-244.95263544771493,-155.61934786209753,63.34105720950764,-105.75826869863275,86.38656564525961,5.7692839265107985,66.59850399999999,-2882.9744330000003,-223.56912300000002,-116.62459,-40.047272,-102.62762
713,-0.257381,-0.698074,0.944748,3.38294,1.50256,1.48957,-273.28940912150006,-165.89076225540776,84.27693504358791,-102.32510559020886,74.77557592693348,0.05349397535927126,507.985611,-2838.214926,-280.421118,-97.26700100000001,-3.055092,-92.709592
714,-0.374362,-0.529633,0.720299,2.92806,1.48463,1.40195,-300.3960424091393,-185.56097632004406,110.00331300275701,-110.18207583483783,122.82267071101406,-2.120763171631083,682.945612,-2954.631067,-504.810269,-98.401079,-24.040848,-92.618966
715,-0.220571,-0.650858,0.975642,3.61369,1.4566,1.40338,-262.484571020923,-161.39189764804055,83.81684993409786,-110.54017445679459,45.92692175897847,2.6268281441803825,484.678431,-2894.465542,-249.223022,-99.77038200000001,15.274329,-92.810597
716,-0.183544,-0.716433,0.966027,3.64856,1.6594,1.43317,-259.39862033634836,-166.97422544600016,81.75821257619282,-88.20857143377563,42.50630642626795,-2.4169766221357674,427.56805399999996,-2845.577267,-261.868057,-89.044126,15.330551000000002,-90.46994000000001
717,0.0197423,-0.723,0.847101,2.92249,1.53809,1.5115,-253.11499219714867,-175.31076136515364,96.94044823156938,-103.47617780062667,82.22116247465853,0.6075071501772118,245.8795077,-2907.9863,-379.46162100000004,-95.214637,-30.748685000000002,-92.413484
718,0.359412,-0.584289,1.06699,3.252,1.35802,1.44382,-207.2153432292184,-147.67929873717455,63.15312705270473,-138.2421108935748,18.0129909379999,39.92117815041719,-34.000482,-3157.667111,-157.98895000000002,-105.5013,-7.4539316,-94.489842
719,0.164851,-0.786365,1.13849,3.57443,1.47075,1.48477,-232.40543269214504,-144.1928505538035,41.68806539904162,-90.85391757389465,23.08492793205697,9.871031486072848,76.579847,-2900.061435,-87.894829,-98.93734500000001,8.324602299999999,-93.228638
720,0.210352,-0.609508,1.07592,3.12158,1.47664,1.42708,-219.9464654370253,-151.4401937044133,72.85903210222088,-111.29934353534293,33.19253369173934,8.352922512094219,99.879798,-3082.411592,-150.44073,-98.808332,-14.418459,-92.887309
721,-0.132315,-0.582146,0.927707,3.70009,1.5381,1.425,-247.78705766022713,-165.30290755760353,96.02772646392597,-114.1744457513094,27.421874666520228,2.0268725777429952,423.777305,-2989.548954,-298.292677,-95.41068200000001,18.76753,-91.976682
722,0.377918,-0.411079,0.918165,3.07171,1.2929,1.70675,-189.3424977679075,-156.27080087516126,93.5485380843949,-155.42511516954818,26.302429726393626,36.229152710153194,15.357962,-3324.772821,-305.482625,-111.77118999999999,-31.845754,-100.604275
723,0.0773866,-0.874395,0.960451,3.13886,1.5638,1.64624,-250.7314877694044,-165.8185695732213,69.57770280950666,-84.17895926062056,75.16174948085165,0.0651453013063746,138.4636334,-2786.1942050000002,-266.780291,-93.74879299999999,-26.126857,-92.063445
724,-0.0264245,-0.801982,1.1717,3.15271,1.87986,1.50102,-255.43432535183823,-149.59928030865797,49.75399335155481,-61.46576634604446,71.67129059291467,-5.892699035581978,257.6744145,-2818.262118,-60.666401,-75.007674,-16.593579,-86.750716
725,0.0780124,-0.547181,1.14054,3.15838,1.2356,1.48221,-228.47436925975245,-135.79901885513695,61.871993422792215,-133.41093076503168,45.725527093989996,19.450943116439724,246.00182759999998,-3094.2818190000003,-81.459897,-113.02888,-14.247959999999999,-96.79656
726,-0.0498867,-0.722766,1.14096,3.72773,1.37611,1.51323,-246.12146934978182,-143.45029725131397,51.80346338473776,-107.12706487120029,30.045677593542315,10.125424747110934,298.1982667,-2885.7125340000002,-83.567452,-103.513522,15.744647,-95.113134
727,0.380308,-0.803237,0.856464,3.22367,1.54296,1.54108,-223.21289782706612,-174.89995062604484,75.67855741205966,-83.43526004254075,36.77632740450312,1.952817782722336,-124.696268,-2958.017663,-371.551694,-95.007548,-15.196610000000002,-92.25730399999999
728,-0.159046,-0.871571,0.933042,3.65342,1.49231,1.72999,-263.680333939361,-167.22288912908695,70.83305333863828,-87.9942852183967,63.41439580728438,-0.2934420536496365,355.939536,-2708.744429,-292.714582,-97.644254,-1.24460112,-94.075738
729,0.030575,-0.472727,0.776045,3.29687,1.36031,1.42935,-219.31506594679112,-163.4545457105115,116.9607395090306,-162.83460537617998,24.949160710074132,25.04862618330884,314.533485,-3149.5210730000003,-447.136215,-105.2256,-4.1050809,-94.103287
730,0.225365,-0.501992,1.10021,3.48659,1.32322,1.6826,-205.5457442142072,-139.35536788951396,66.8424022955521,-157.268320396484,17.576970055905342,43.46251569056178,120.848985,-3189.083808,-123.46905000000001,-106.91606,-7.1934016000000005,-98.281802
731,0.3272,-0.60849,0.787377,3.62078,1.55409,1.53445,-209.82803077501495,-173.00288736636668,96.43681832964938,-177.52065958097324,0.8915853545810253,73.57637526172466,-15.558105999999999,-3123.92701,-440.67652699999996,-94.480074,7.895194099999999,-92.090721
732,-0.17478,-0.481908,1.00965,3.43494,1.24144,1.41677,-255.53860367055205,-146.5001515947953,85.49103261147013,-142.35251011584327,51.37357315105111,9.384189247550188,501.21681,-3068.847292,-211.68454,-111.66257,4.9896155,-95.341169
733,-0.0830547,-0.545662,1.02087,3.35664,1.54326,1.58582,-249.1953879206587,-154.25685422527638,89.5298121093473,-117.11257332474027,57.688255602746935,0.5938191884515365,397.1309847,-3041.210338,-205.41114,-95.037264,-10.1375564,-92.39441599999999
734,0.265519,-0.520032,0.779254,3.21332,1.26242,1.42334,-206.05796848305414,-166.87624966303278,104.67423255024522,-171.9956275625267,21.915177297517882,50.77700949476089,77.774612,-3185.311968,-443.342624,-111.00439999999999,-8.1332018,-95.23900499999999
735,0.149935,-0.790621,0.874874,3.36061,1.50499,1.42469,-235.0238498158929,-173.12550033452467,83.07658846278883,-96.49697889813812,34.20248639721644,4.5707192444545806,91.320938,-2891.035179,-352.176674,-97.166648,-0.6581711100000001,-92.415285
736,-0.170473,-0.597159,1.08331,2.99847,1.46138,1.65939,-277.24281790790275,-150.3326662864254,72.2889390960657,-108.58409654421796,110.39750796580702,-1.465259346955762,469.113693,-2960.155141,-141.73598,-100.698328,-34.567959,-95.169307
737,0.159818,-0.587602,0.994986,3.12667,1.38806,1.61206,-226.0026293315581,-155.32427459760515,85.73969629455691,-124.13187927288799,50.01440266944177,9.01801192068208,157.889972,-3083.958998,-229.690366,-104.7025,-24.175245999999998,-96.322303
738,-0.0977296,-0.582781,0.863437,2.81304,1.34259,1.67113,-272.35376904205145,-167.192522365945,99.02143094348453,-125.69490813800486,116.6599366665869,-2.085108008040092,407.9177396,-2996.356119,-359.847497,-110.41584,-45.074059,-99.95620600000001
739,0.0501005,-0.897489,0.973682,3.5477,1.50577,1.60767,-247.0445043577376,-162.799654950677,61.95106159852026,-83.92170121060681,45.89185674191647,1.8026570037744498,149.46919949999997,-2756.352411,-252.768472,-97.076081,-0.3269778000000001,-93.16479
740,0.238961,-0.852865,1.1122,2.94798,1.66627,1.4766,-237.71445962182727,-150.87812210738994,45.99647883530736,-69.13079572930461,63.521538914973846,-3.7759924051404212,-7.6219269,-2861.521635,-117.92074,-87.280419,-27.437628,-90.29976
741,0.200237,-0.489955,1.10194,3.14886,1.31889,1.41097,-206.2917352634675,-138.9697672933909,69.23278221683789,-152.19076841603464,21.90967690268463,39.63997046456698,149.651093,-3191.625945,-121.39395999999999,-107.88263,-11.385427,-94.472632
742,0.366774,-0.641495,1.03829,3.09134,1.59635,1.69287,-215.92143692623125,-159.00552843132067,72.82064392994711,-91.76377455256238,45.75990456169784,-1.5331491161008135,-53.398092,-3104.389205,-190.47697,-91.613263,-31.532172000000003,-91.23503099999999
743,-0.341784,-0.850389,1.12736,3.44193,1.79445,1.48757,-278.57895548614783,-149.88747807960874,39.76642224995235,-57.30723866898494,76.46465550697914,0.8248987968057488,534.485094,-2665.684911,-102.57012,-81.296881,0.4727737000000001,-88.24996900000001
744,-0.219379,-0.590471,0.877925,2.84507,1.75755,1.74275,-288.28142278889317,-176.44693667289806,95.6581686860666,-84.80978579305959,134.4359522605207,6.995986565885891,520.888979,-2947.511629,-351.055785,-78.210794,-48.000237,-84.443774
745,-0.175748,-0.401301,1.15813,2.91414,1.91561,1.40903,-276.8778437924044,-146.7241780926915,81.48204691893976,-95.16771681343461,100.74488799123804,-0.8646105015862662,538.263458,-3142.8433990000003,-73.606185,-72.103353,-25.142074,-87.727133
746,-0.286993,-0.878531,0.956424,3.64897,1.45091,1.41352,-269.9232820751065,-163.30385781039212,61.23199956563108,-85.56150642027123,51.8820158984502,1.3206333403088397,468.816123,-2657.790269,-268.14164400000004,-99.99424300000001,16.667324,-92.88818
747,0.134035,-0.699475,0.774333,3.33945,1.23652,1.73452,-236.27862738722942,-175.00021824019274,100.38105979132997,-128.25660244003478,55.831299388727935,9.357432118517579,142.713155,-2970.084925,-447.94874300000004,-113.10664,-17.681641,-101.77300000000001
748,0.22708,-0.77652,0.99404,2.93882,1.42917,1.52039,-235.72686903051843,-160.14686035922128,70.5058944376186,-99.16237856108671,64.77975423308114,5.365428895034887,31.604584,-2929.18138,-231.61514000000003,-102.214167,-30.017326999999998,-94.54010000000001
749,-0.29416,-0.611275,0.876492,2.84338,1.70595,1.51735,-291.7128670239317,-176.07107635929225,93.83043331959927,-88.66980245885594,125.48978924734803,2.9779194923026973,581.61899,-2904.784625,-351.53941199999997,-84.054137,-35.619491000000004,-89.072734
750,-0.331892,-0.405592,0.745546,3.77878,1.28312,1.45755,-276.5260477061941,-170.50536433739143,118.30833624317829,-144.2765023918926,53.49535045797957,-0.0630465569028104,672.224992,-3085.712408,-476.871746,-108.18325,22.232996,-95.791624
751,0.350111,-0.785405,0.809252,3.26428,1.25456,1.58713,-224.50778244406177,-173.45724289790542,81.41558381470459,-115.75007968791918,41.44369889941832,19.204055602517855,-90.498226,-2963.368795,-414.38903200000004,-111.86437,-14.024766999999999,-98.461664
752,-5.57e-05,-0.542713,1.17392,3.47174,1.38708,1.73451,-236.40525105995334,-136.61090005083733,63.21787128355451,-120.20482654506132,47.32957973723825,5.804921901367936,319.55520570000004,-3072.6812870000003,-50.307518,-103.70555999999999,-11.430482999999999,-97.227642
753,0.094095,-0.889652,0.807989,3.00793,1.33371,1.57537,-250.9732759589496,-175.837882536674,81.65393425747901,-99.52162309863373,79.3580923723898,4.358868099704958,118.601945,-2776.5834480000003,-415.667979,-108.39903,-28.650979,-97.11193700000001
754,0.0490285,-0.753651,0.745282,3.74995,1.45997,1.66998,-239.80403670066934,-184.41964439214345,100.04186877661252,-105.82816954963872,30.82541585693585,5.094586015698595,196.5917215,-2890.918049,-480.98320199999995,-99.124287,7.7284994000000005,-94.696609
755,-0.191071,-0.686805,1.08648,3.16141,1.47878,1.69677,-275.54342508754473,-151.53473174060986,65.83800728068776,-99.6958022683535,101.51780805686951,-1.2334921892473927,455.879201,-2869.850895,-138.69682,-99.216471,-27.490435,-94.655861
756,-0.165516,-0.771876,1.12585,3.04484,1.85343,1.42717,-269.3216763902191,-154.6567787662777,59.04387374602646,-68.26219171188627,86.94462653771704,-2.5225727437783783,400.126096,-2798.584024,-105.73069,-76.37508899999999,-18.769365,-88.236952
757,0.251008,-0.667561,0.864987,3.40695,1.7922,1.63997,-221.41151851917482,-178.33941627021517,91.67152834754631,-69.74042282332381,31.97837882807761,-16.990776935706997,41.726831000000004,-3041.394039,-366.085947,-81.15583799999999,-10.1571055,-86.73623
758,-0.0418997,-0.727525,0.701998,3.35562,1.28545,1.66166,-253.9245815616685,-183.4221248708207,107.07492571184338,-120.98233027305386,67.2830068400077,3.2542513073163417,297.9961197,-2883.2963750000004,-520.737028,-109.83446,-13.231864000000002,-98.964081
759,0.0920494,-0.482366,0.921934,3.55101,1.40408,1.45631,-211.58242754370553,-147.84087283540146,90.16350343076199,-204.48061567305896,8.846525652599425,78.17436156764953,248.2149906,-3161.606934,-302.421774,-102.38470000000001,8.753696,-93.975071
760,0.395142,-0.799877,0.930738,3.37504,1.3822,1.62846,-221.8148808069469,-164.15756492513702,64.39071589018731,-99.79377805132087,32.98838882933423,14.013974711104806,-139.146112,-2966.456023,-294.727138,-104.17927,-10.958563900000001,-96.254459
761,-0.032129,-0.878192,0.765036,3.61962,1.66179,1.7269,-253.57966096899972,-185.75578197038854,88.58443174738144,-77.19173894900017,55.1168210181998,-0.8707869866177765,233.924719,-2745.552808,-464.198636,-89.189475,-3.2299125,-89.442996
762,-0.00961778,-0.861016,0.846077,3.30772,1.65156,1.5301,-253.00154655371273,-178.42937064405072,84.02999023388652,-80.39972964393765,61.168974208166695,-1.7923437634620951,220.76545778000002,-2769.9144840000004,-382.26766699999996,-88.84746700000001,-9.8584891,-90.338611
763,-0.198171,-0.754743,1.0839,3.07406,1.79213,1.53349,-274.0766531320098,-158.1214545534338,65.19801342352665,-74.36361927223442,95.70916192983323,0.3771403013201423,437.893151,-2803.283857,-146.69955,-79.711811,-23.193442,-87.608074
764,-0.247798,-0.68395,0.814191,3.45658,1.33091,1.56716,-272.3646552401589,-174.12244689805232,97.29453614896022,-116.75504766057864,74.01239614381922,-0.5821136606970138,503.924148,-2854.2579499999997,-408.554031,-106.61393,-2.5770346,-96.399674
765,0.244919,-0.824839,1.04491,3.07278,1.71501,1.71729,-237.8640016063564,-160.11534768048907,61.729326931804636,-72.86476168017218,70.39760541433886,-3.566169530985562,-1.3052728,-2889.2651610000003,-185.61408,-83.623719,-33.860983,-87.444502
766,0.346254,-0.816792,1.18165,2.85838,1.8893,1.60348,-232.27250648367468,-144.80190469002756,32.96277761589187,-49.73800782907066,72.0322540038471,-11.15399858092979,-92.41036,-2929.443608,-51.832066,-71.16255199999999,-38.824338,-83.6121
767,-0.391926,-0.677897,1.0358,3.10904,1.87531,1.49655,-292.9607691017266,-164.05787026878428,69.47514336417822,-66.86360173397193,109.62115015340474,5.804921901367936,646.315856,-2810.038803,-194.79968,-74.97926299999999,-18.824413,-86.789923
768,0.148538,-0.805766,0.988903,3.2674,1.541,1.53409,-238.40029010259886,-162.88960932451252,70.608453882947,-89.9629682024662,49.071600617554,1.203366068379414,90.797454,-2876.796134,-238.064853,-95.094861,-12.324439,-92.23863700000001
769,0.27727,-0.576217,1.11347,2.87104,1.41838,1.73951,-222.2761118320272,-146.11913466103334,67.9613888694426,-110.93608829322999,67.80726322255241,5.75146493908223,56.208261,-3132.1477830000003,-112.21193000000001,-105.12862999999999,-46.115511,-98.298931
770,0.0516425,-0.856082,0.766829,3.05891,1.46989,1.68956,-254.60124471771798,-182.56440705150985,90.93699645418862,-94.1524356004628,86.13790196217283,0.8194041315504442,171.11020749999997,-2793.213318,-459.04569899999996,-100.056442,-32.886751000000004,-95.052372
771,0.184805,-0.71937,0.903544,3.21414,1.68495,1.51609,-231.06127370476813,-173.5030795215159,88.6801156991683,-85.78495996037225,44.069220699825806,-6.342528200539188,87.375016,-2969.26173,-326.228524,-86.672594,-14.304968,-89.832553
772,0.151926,-0.725411,0.965867,3.07287,1.78209,1.74151,-241.34242838059563,-169.26433775313805,84.97823538482804,-83.23701664542548,75.44421767385116,-4.072205855645105,120.122384,-2950.048989,-265.572717,-78.89145599999999,-34.941514,-84.944049
773,0.130043,-0.57538,1.01831,3.30512,1.72732,1.71681,-226.20029977087822,-160.32390431791669,89.36995688450581,-96.63334285337925,45.70358281043648,-7.296961295668112,189.480757,-3085.8537199999996,-211.49975,-84.118388,-20.42615,-87.533451
774,-0.042619,-0.541395,1.02494,3.2673,1.81834,1.39663,-239.96790263007676,-159.7962101886012,92.25709121417003,-92.11958134333864,44.363377231845966,-13.062291813392507,358.750179,-3059.3576049999997,-205.78491,-79.258351,-4.4682214,-89.129768
775,-0.0669926,-0.607211,0.881151,3.65473,1.91162,1.40527,-242.17379014133044,-175.97883015427618,96.33425888432096,-60.98734658711022,27.31874226339668,-26.238888706913617,353.8138226,-2987.724789,-350.406661,-75.710033,17.35,-87.808999
776,-0.266709,-0.560949,0.887494,3.52384,1.88203,1.45827,-271.1683193639258,-175.39154841426708,103.39940145607915,-89.41292871914062,63.048275776195794,-1.8615742538477527,560.810829,-2963.090551,-343.093504,-76.83157299999999,6.921823399999999,-87.43659
777,0.149919,-0.595816,1.11344,3.13183,1.29005,1.58863,-227.7071787720723,-142.08493882551718,65.09201623142744,-123.84368150193718,51.15504704798821,13.516188978695146,164.31953099999998,-3073.035684,-109.45603,-110.52440999999999,-21.94491,-98.04551199999999
778,-0.206147,-0.614653,1.11992,3.05271,1.34543,1.52995,-276.9001891464145,-144.18425618687655,62.2994199379598,-111.16412549569206,99.49641295564797,-1.0730410882989572,493.885187,-2932.8009469999997,-102.99943999999999,-107.18383,-23.629611,-96.005218
779,0.0880415,-0.588045,0.750101,3.06472,1.27569,1.72954,-239.95071389622282,-173.54948910292148,112.22581629006947,-136.2035270584993,74.32351222657526,6.156030438224104,228.0213685,-3057.439355,-472.369761,-113.30981,-33.368081999999994,-101.74209
780,-0.191225,-0.653226,0.970177,3.44521,1.44297,1.58076,-266.0907673834764,-161.11172128622155,85.4681142996649,-111.84651822969288,69.2625760221847,0.41280291336247016,461.570605,-2902.852774,-254.365837,-100.578784,-4.453564,-94.374935
781,0.119263,-0.658245,0.803325,2.81773,1.34869,1.44948,-240.1449465887722,-173.8376868738723,103.32377102712188,-122.13282952567653,72.53244615899631,7.901718248428697,174.21412700000002,-3002.688455,-420.674555,-107.20361,-32.655758,-95.195611
782,0.0637373,-0.682206,0.914694,3.23185,1.69928,1.608,-241.6134374176925,-171.59914076829617,94.50308577108285,-94.32833364356794,58.7826049914468,-3.8404386979367358,214.1718827,-2962.747094,-315.018234,-85.73593699999999,-18.648310000000002,-89.001396
783,0.242012,-0.752953,0.815242,3.73785,1.60851,1.5037,-224.81145007548113,-179.46585129544238,79.75801691339112,-65.40714301874938,6.98240746614129,-13.614279353221542,14.232372,-2957.261447,-413.168902,-91.929267,16.346888,-91.07637
784,0.285995,-0.492505,1.10066,3.20915,1.52769,1.43753,-200.31807729143355,-148.77192925248906,73.57179159936362,-120.58641643661844,9.094158011654965,15.373030601155117,67.939143,-3218.7949949999997,-126.626,-95.79077799999999,-9.9943939,-92.28476099999999
785,0.341117,-0.856331,1.00086,2.93185,1.29951,1.66979,-234.29332862710112,-155.2921889610778,53.016987994824845,-93.63448175366453,72.99654197305227,8.018315159737819,-101.153887,-2891.229769,-223.62725999999998,-112.29556,-37.854423,-100.40054500000001
786,-0.171591,-0.743445,1.02642,2.84106,1.46028,1.69161,-278.87517466623046,-157.58344718380596,66.2717363316018,-95.90454053797285,122.86105888328782,-2.0933356819781705,422.607891,-2820.033855,-198.8884,-101.596077,-45.408877,-96.061942
787,0.324029,-0.439317,0.84085,3.14274,1.45971,1.73337,-194.0378868990046,-167.75287508958297,107.9286328265883,-135.9491337974612,24.056607056819335,14.417165111538365,56.11259,-3280.3354830000003,-385.02888,-100.598264,-30.525348,-95.72115299999999
788,0.352799,-0.828299,0.829919,2.9721,1.25393,1.68035,-231.7992433448966,-172.0368805237761,77.31664374833868,-104.44562238998803,69.3330498309858,10.093854772599226,-102.317319,-2921.2098010000004,-394.020199,-115.13456,-35.629355999999994,-101.75941
789,-0.0165953,-0.448194,1.01442,3.08635,1.43219,1.41969,-228.41592756464914,-145.97646817004573,92.64039997911256,-138.23580835782832,43.502221665764345,8.832201707721154,369.9547253,-3155.801406,-209.9256,-101.36597499999999,-15.751273,-93.340565
790,-0.0809637,-0.786071,0.777222,2.79307,1.47369,1.48906,-267.08198436905275,-181.67918725803273,95.42669373683374,-99.0970613724418,102.34515911303843,0.7083190742304802,321.3389337,-2813.168529,-448.093182,-99.411786,-36.726285,-93.591403
791,0.227286,-0.576792,0.989479,3.2501,1.70537,1.71763,-217.7382860945911,-163.66367530573424,89.73550395779927,-94.22176349367362,40.43397537705928,-8.278896364963318,98.35503399999999,-3118.0613080000003,-240.218379,-85.147278,-23.714571,-88.054557
792,-0.173549,-0.601103,1.12101,3.38395,1.87254,1.46011,-261.77353039716564,-154.34107902116065,75.63329374624432,-82.26929092944951,62.21519514207557,-4.897752094759352,461.346479,-2957.415597,-110.38016999999999,-76.707588,-1.15980374,-87.63808
793,0.0244054,-0.463392,0.863153,3.62017,1.25294,1.52626,-216.8238454535623,-149.65543017258076,98.54243822675515,-200.27510545679874,17.008194852678972,61.92184075096859,318.8253846,-3155.4956079999997,-358.703333,-109.92745000000001,9.544789,-97.258443
794,0.0833612,-0.638023,0.838018,3.03657,1.7834,1.59785,-241.11782892490436,-179.11978478718336,106.44467213719946,-94.36156519568553,69.2700244735214,-5.99554495980796,214.27130879999999,-3010.071877,-392.30145799999997,-79.565372,-28.973721,-86.883443
795,-0.159876,-0.798336,1.10268,3.26858,1.36405,1.4543,-265.02162813776226,-146.93731839248014,51.15418761129551,-96.64136426251108,71.29141957474295,2.4581722876056737,382.872836,-2776.8015640000003,-121.14760000000001,-105.22495,-7.1193575,-94.36854000000001
796,0.176357,-0.406021,1.10634,3.10606,1.51837,1.57269,-192.46683662475587,-141.18596804495695,81.76566102752952,-132.35898025317147,14.858858275804717,11.45016046523291,204.465143,-3262.147679,-119.88853,-96.462153,-23.61409,-93.044843
797,-0.223955,-0.546014,0.751612,2.85753,1.41214,1.40864,-282.97697952157205,-178.2437323184283,112.46187490166338,-123.50964710737591,109.85950059617917,-0.6630095717915347,536.360455,-2990.872886,-471.946022,-102.82334399999999,-28.256790000000002,-93.601808
798,-0.204019,-0.498379,1.15433,3.39077,1.63613,1.72905,-274.0629021449267,-144.48964269168127,72.81548730979092,-104.71147480692873,88.78095627111132,0.7995110369035021,529.498439,-3044.132921,-73.008353,-89.758718,-16.41817,-90.06958900000001
799,0.354965,-0.801106,0.938656,3.02264,1.52251,1.49465,-226.32921527478265,-167.01261361827392,70.02059918514277,-86.66215834471754,48.79807056615854,2.6851036815231386,-97.81538900000001,-2950.316294,-288.897046,-96.156131,-23.978071,-92.517518
800,0.237792,-0.534505,0.942587,3.42356,1.3513,1.63678,-208.91874675414232,-157.08554685983728,89.93775805948044,-150.46788432607627,20.037021645079047,32.2884062910229,97.95016700000001,-3162.723995,-281.789917,-105.66033,-8.437646599999999,-97.01622
801,0.215082,-0.446982,1.03849,3.4015,1.36515,1.43183,-197.7328917198033,-132.5824337932725,58.68348329288917,-221.50319176639573,12.6015191545483,112.81538986125909,146.717118,-3237.4045180000003,-185.63263,-104.7301,1.7065689999999998,-94.177023
802,-0.330435,-0.687252,1.10493,2.99168,1.56212,1.4251,-288.0677095313094,-151.5129593443949,58.92641739802464,-87.93240577652257,108.27011567248627,-0.13711281107937193,585.683985,-2822.400748,-121.16806,-93.63741300000001,-21.851133,-91.745248
803,-0.219502,-0.533727,1.14292,2.93315,1.43384,1.56361,-284.8860748949479,-143.14720257768974,64.54942519943855,-109.96263299930273,116.21933212213132,-2.222944464814714,536.480322,-3003.471673,-81.36902,-102.197306,-32.784541000000004,-94.964289
804,-0.329889,-0.776232,1.03861,3.38414,1.54795,1.43398,-278.6288028143242,-157.90946016923542,62.77382899232812,-86.16941464090503,76.85082906089731,-0.06512238299456936,548.847449,-2739.571368,-187.55445,-94.74221200000001,0.15595890000000012,-91.86491600000001
805,0.277437,-0.767741,1.11952,3.14016,1.82709,1.40486,-227.22532126636727,-152.96025073489534,49.50000116097331,-53.37073213753862,40.110941772164516,-18.17639850117121,-17.619246,-2955.108159,-113.18369999999999,-78.424281,-12.120065,-89.062304
806,-0.383206,-0.582018,1.16533,3.52344,1.37357,1.44377,-285.6876428503359,-140.5270665805565,52.74311416875232,-103.00119578846322,76.3374588764601,-1.7333577584533768,663.057356,-2904.276582,-57.633599999999994,-104.1866,7.984868400000001,-94.1173
807,0.239893,-0.747777,0.980802,3.43103,1.56705,1.41343,-225.48925914712086,-164.07505900263817,69.73755803434814,-86.27197408623344,19.847945572685873,0.4697085086170684,21.213025000000002,-2962.399723,-246.909762,-93.71106499999999,4.0272968,-91.58534200000001
808,0.153861,-0.539875,1.09086,3.39798,1.81831,1.42613,-214.79442894320894,-153.38538541888244,69.49175914023702,-44.95604477512929,17.702848883495584,-46.16103231406893,172.436349,-3128.339925,-140.82664,-79.799423,1.3592452999999998,-88.80089
809,-0.353925,-0.428914,0.866542,3.56202,1.57577,1.67564,-294.93403574815716,-169.25975409077702,106.55353411827433,-117.03350514901221,96.82070005238704,0.10492805285348819,691.922155,-3057.6190859999997,-359.655312,-93.430779,-3.5646674999999997,-91.746593
810,0.165224,-0.54656,0.983979,3.4598,1.50437,1.67044,-215.52323125861534,-158.49158528908833,90.46373331541054,-121.18458437473501,23.186685236472208,7.23800393854915,162.559996,-3126.4522399999996,-242.500959,-97.201676,-8.9746678,-93.621169
