step_order,x_dif,y_dif,z_dif,rx_dif,ry_dif,rz_dif,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,x_t,y_t,z_t,rx_t,ry_t,rz_t
2322,-0.141762,-0.73608,1.1503,3.53947,1.47334,1.73159,-262.51493778406495,-144.69590749792835,53.29286717318034,-94.12206883732085,68.8798402150373,-0.22830935741475475,387.49179200000003,-2842.2692199999997,-74.95839000000001,-98.83131499999999,-7.7544147,-94.65684399999999
2323,0.344114,-0.815164,0.941164,3.29664,1.76337,1.68528,-226.94800969352394,-170.14898458882007,68.0467595809171,-62.51427911113387,45.45956008549026,-9.235392108154713,-94.205764,-2933.070436,-290.86762400000003,-82.102994,-19.014646,-86.847358
2324,0.283826,-0.442589,1.12482,3.30291,1.72002,1.60539,-193.868864349441,-147.43349984306343,63.88880486165271,-43.581232545712886,10.617767380466852,-51.042117066567926,87.51744199999999,-3264.963311,-105.76065,-84.83596299999999,-14.34025,-88.669733
2325,0.394352,-0.424094,1.18711,2.93644,1.27722,1.5605,-190.85625226264312,-131.42162130033745,49.69423385352266,-135.9617388689541,27.597199751830257,37.85875927106428,-5.249307,-3318.306806,-36.39102999999999,-112.28554000000001,-31.477218,-98.336839
2326,-0.190226,-0.698861,1.11917,2.92114,1.3024,1.45168,-275.2661135147014,-143.96309447795605,54.21939722368639,-105.54799318781973,101.07663055461879,0.3798864880322043,450.760626,-2858.7479390000003,-103.15749,-109.74849999999999,-26.61938,-95.552887
2327,-0.333241,-0.877151,0.884212,3.34312,1.58971,1.43266,-278.3079464490509,-172.80349805366114,71.34470464969012,-77.45529953476034,78.80289626890803,-0.03837562449805179,518.5557510000001,-2643.364149,-343.039092,-92.464499,-2.16930214,-91.37367499999999
2328,0.0072307,-0.422368,0.985417,3.2567,1.28644,1.6093,-219.0411921207186,-142.0030058608135,92.60659546919983,-157.833256782483,37.52839180639184,20.214867744687655,356.2927393,-3188.270732,-236.441427,-110.07834,-15.986219,-98.19387400000001
2329,0.29669,-0.619413,0.806922,3.00122,1.28243,1.64094,-220.23409025018097,-172.27007434639435,99.90149411680548,-127.91741142531734,54.33565036031843,14.474747369949014,20.373238999999998,-3099.818987,-416.748712,-112.43554,-32.190571,-99.900081
2330,0.149056,-0.541485,1.003112,3.01993,1.33363,1.62627,-225.3815430816363,-151.43561004205225,86.36823099581542,-131.12540212025482,56.75055287523583,10.6705367933984,185.491924,-3122.8357149999997,-220.442252,-108.78695,-30.723824,-98.167584
2331,0.274387,-0.820068,1.010193,3.76202,1.55859,1.46066,-226.57272233771326,-158.04009454652524,49.05177627784247,-77.98070183289529,4.703393351495074,6.48720004380972,-41.443765,-2904.445932,-218.373863,-94.45773600000001,20.267928,-91.916579
2332,0.302294,-0.630995,0.995527,3.34388,1.67224,1.66122,-215.40004533266222,-164.36784043595003,79.4526304085864,-83.42781159120405,29.387005312259923,-9.061270234214456,6.8419943000000005,-3093.734805,-233.90441700000002,-87.620276,-15.263125,-89.35888
2333,-0.29003,-0.734186,0.958038,3.52942,1.60485,1.6184,-276.0590871031624,-167.05157474834283,79.81187494613341,-90.89918123970997,76.51335691956527,0.2578138190750165,526.30782,-2792.880314,-268.80904799999996,-91.81476,-2.1661176,-91.03047099999999
2334,-0.109916,-0.711877,1.07521,3.18673,1.37274,1.5696,-262.8329293603625,-150.1653626102472,65.75149065362301,-107.08638486774599,80.26966822444294,1.3940005859753417,368.588486,-2874.6597229999998,-148.65235,-105.25146,-18.28815,-95.838127
2335,-0.351678,-0.815232,0.804882,3.46356,1.28829,1.62395,-281.7010025118157,-175.49869152195654,81.95531005771782,-101.83408075978173,85.70073516448801,-4.125697195398519,558.264428,-2695.124568,-416.97497200000004,-108.93162,-5.0036653,-98.122011
2336,0.260215,-0.4134,0.815144,3.18661,1.57059,1.68794,-190.59097280349755,-170.6107885716955,114.98575398921466,-124.4355469043073,14.675225302465288,0.0054946652553045944,124.065355,-3283.5106,-412.56726399999997,-93.345975,-25.706194,-92.013886
2337,-0.291706,-0.581418,0.803611,3.43283,1.45969,1.6462,-281.82648026894935,-175.86309267965973,105.66888728259234,-115.8996216724483,89.31552589396838,-1.810838841088918,582.773746,-2935.7752819999996,-420.716731,-99.70711999999999,-8.9502344,-94.52878
2338,-0.201756,-0.548272,0.766125,3.79597,1.27751,1.50397,-256.15739808929334,-172.72500283572822,111.63280497210908,-141.97378501326182,35.817367942792664,8.575058249266439,500.363706,-2996.207328,-456.54560499999997,-108.1323,20.622681,-96.75060599999999
2339,-0.0361688,-0.426058,0.96653,3.42962,1.82813,1.68236,-225.6067154951227,-157.63100268080183,105.58122473993733,-104.2256065966578,37.32006435208228,-15.018656204866703,393.9866088,-3169.697242,-263.87861999999996,-79.216163,-11.0111028,-85.392039
2340,-0.0270326,-0.446622,0.817274,3.45586,1.5835,1.58315,-222.94074287437897,-165.38655939569264,118.54038415020628,-131.54022356392952,25.605197385498926,-1.273272648963326,377.7189126,-3154.5561780000003,-409.378104,-92.79517,-4.316882,-91.520616
2341,-0.120451,-0.516998,0.839427,3.25506,1.72733,1.50753,-255.26931350684052,-172.640778039844,114.02547672457538,-111.57493623480086,65.33265850538237,-3.1437907739930706,443.027091,-3054.828102,-389.729937,-84.362022,-11.5079062,-89.231916
2342,0.200192,-0.810495,0.853315,3.04731,1.77144,1.44347,-236.72381559404607,-179.7213904720707,85.52254529020233,-71.91078695127936,55.69459165880972,-9.074963925518084,42.748132999999996,-2888.8185049999997,-377.553645,-81.20603799999999,-19.775392999999998,-89.06383600000001
2343,-0.29077,-0.582973,0.734554,2.99591,1.4065,1.67569,-292.5969409018185,-182.5838876165443,107.07950937420442,-116.09901098515384,126.44490989183112,-5.6314531993141275,588.5682099999999,-2931.644527,-489.124144,-104.51219999999999,-35.339244,-96.996779
2344,-0.0147621,-0.543127,1.21573,3.54693,1.33024,1.64608,-234.94879234473075,-130.6286477118764,52.50356051460812,-123.05070791347612,37.30493826629082,11.54681844527148,331.4123621,-3067.885873,-7.4501745999999995,-106.27096,-1.82062547,-97.567737
2345,-0.0471874,-0.794058,0.76388,3.32164,1.406,1.49452,-253.84092972357942,-181.3365584965445,96.76913385082527,-106.23267775300106,59.42087997522255,3.7869989243848843,278.2422674,-2819.994342,-460.44424999999995,-102.77418300000001,-6.5941681,-94.263179
2346,-0.288556,-0.69976,1.17777,2.96889,1.63691,1.45917,-284.71877121876975,-144.70622073824072,47.89451612323724,-79.26355433619322,108.1555241134601,0.528673887145162,542.685286,-2824.30254,-49.83227,-89.14502,-25.156244,-90.707072
2347,0.375128,-0.726851,1.17555,3.5006,1.4259,1.4924,-216.63820712793992,-132.6884309853717,20.65369611997835,-102.73362449813713,13.706124487781015,31.00457975947326,-100.475638,-3028.687249,-50.947697,-101.37689900000001,3.8281642999999996,-93.95352700000001
2348,-0.251589,-0.759831,0.925556,3.0787,1.77018,1.6319,-280.9395416020868,-173.10315498051457,80.83231277926141,-75.75246896763153,107.69773083515058,2.923734873617175,488.70661900000005,-2779.4677690000003,-304.50963599999994,-80.571309,-28.451356,-86.795153
2349,0.0438087,-0.437548,0.757767,3.28503,1.28688,1.63022,-215.4836971707513,-159.2421600007097,119.1093312407712,-169.6573868005978,33.936404797157685,22.950913103775875,316.8126113,-3186.402052,-464.371517,-109.99655,-15.542744,-98.53613999999999
2350,-0.223825,-0.484622,0.835288,3.45365,1.29436,1.40191,-263.97999086621445,-163.0884256794229,107.49719560685479,-142.44074561629344,57.04940766117607,5.001331404963102,547.2311050000001,-3049.877678,-386.349858,-108.69892,6.666189699999999,-94.435718
2351,-0.154892,-0.570605,1.19054,3.19247,1.31186,1.40827,-262.1820493050939,-134.15749477208712,53.8103626537425,-115.40515909525043,70.50188373305268,4.544007952045582,456.376072,-2992.688395,-32.05119,-108.27445,-8.6742827,-94.366079
2352,-0.0978733,-0.810889,0.957509,3.2749,1.22479,1.39909,-258.5311622345203,-159.07943998689257,69.61093436162423,-112.82398422818605,62.40083346769796,7.94566411131523,319.3175833,-2785.8315110000003,-264.234799,-113.07589,-3.1347772000000003,-95.086084
2353,-0.320677,-0.791841,1.03295,3.13782,1.8135,1.65106,-285.595969603115,-162.48853886792094,61.23199956563108,-63.960424586044056,109.7408983325871,5.006803151906601,542.034437,-2726.608359,-197.00469999999999,-78.036631,-25.936194,-85.550208
2354,-0.123275,-0.822983,0.91436,3.09306,1.5959,1.57701,-267.2441314250748,-171.14249340557691,79.82734480660196,-87.24084571779967,90.33539076930126,-0.10900006390348294,345.03367499999996,-2764.859417,-313.31774,-91.718993,-24.767489,-91.281469
2355,-0.14289,-0.605949,0.868712,3.23027,1.68025,1.61919,-265.804288485911,-173.58272065503905,104.07205390756273,-104.19466687572073,83.46161610111676,-0.20224550731425364,436.50459,-2962.9330510000004,-359.675052,-86.844756,-19.268106,-89.333574
2356,-0.197576,-0.882779,1.12843,3.55494,1.56736,1.68293,-267.81708922020556,-146.05553634577382,38.0507001324331,-72.19440105986912,70.51276993116015,-0.058237722128277394,388.65837600000003,-2684.974421,-98.53997799999999,-93.896552,-4.3387052,-91.93780699999999
2357,0.188906,-0.633462,1.11817,3.72038,1.69785,1.67288,-220.5171314009756,-151.37201172679272,59.08569966507101,-62.256448103325,14.288020424515878,-20.80828013310465,106.53457399999999,-3052.4794380000003,-111.54135000000001,-87.701042,5.7308028,-88.732191
2358,0.144937,-0.509427,0.724382,3.11409,1.29914,1.69521,-221.0207613028956,-171.6295075314381,119.25257068955389,-147.65523450977906,51.48690420292798,13.180836781205075,200.609233,-3151.809973,-498.646262,-110.92312000000001,-28.879698,-100.07321
2359,0.354824,-0.867421,0.787252,3.04485,1.55905,1.67247,-232.0146754758658,-181.42651287038004,80.45587950786046,-79.78952959212332,63.33532763155633,0.35793532898515223,-117.895584,-2886.556779,-441.00068200000004,-94.121668,-32.973471,-92.35999600000001
2360,0.0141497,-0.799808,1.14694,3.12138,1.28206,1.58332,-253.59169308269747,-139.09123434595864,40.23258071207079,-98.19866354967665,76.08191969983176,4.5049093121058545,222.02401030000001,-2834.4444919999996,-75.664738,-111.05738000000001,-22.273757,-98.02723
2361,0.0228046,-0.659552,1.0668,3.48683,1.72568,1.45797,-237.57122017304454,-157.83898636043432,74.75323057292337,-81.0534744881819,32.05950965186814,-10.552622079160477,253.6176454,-2970.617248,-162.98917,-85.186146,4.4926148,-89.598202
2362,-0.0365627,-0.59928,1.17649,3.08577,1.4297,1.52794,-251.50956445519208,-138.98179940708866,60.23619891769371,-109.72485551432344,72.4115520642237,2.979976410787217,338.08984269999996,-3006.05892,-48.252958,-101.93236,-22.02115,-94.416803
2363,0.0806617,-0.492211,1.008806,3.26869,1.31222,1.62805,-220.70391564218824,-146.8364778205371,87.56571278763884,-144.56412720504827,38.87707716035029,16.997480541910026,262.7314483,-3147.494789,-214.01987599999998,-108.63808,-16.499722,-98.02367100000001
2364,0.392459,-0.781954,0.935805,3.11463,1.46701,1.57298,-222.82156765299177,-166.13426931833837,69.31356926595134,-91.64058862660926,44.764734167335114,6.138841704370179,-126.942449,-2981.540246,-290.816235,-99.67716300000001,-23.023248,-94.03218
2365,0.188386,-0.738504,1.02896,3.44195,1.43473,1.45047,-228.72303294283924,-156.3928408855241,66.27460112057744,-107.4101060219949,25.470380416304643,13.547014108073185,72.197035,-2952.905396,-197.10123000000002,-101.023505,2.8112585,-93.564223
2366,-0.201117,-0.483199,1.03809,3.7792,1.56843,1.52124,-253.3963144745579,-152.65772901906627,88.65777034515818,-116.19469493694068,33.975595110344635,0.03566266933810734,521.758207,-3058.553001,-188.11960000000002,-93.936248,17.693015,-91.761302
2367,0.120664,-0.76148,0.93932,2.87886,1.62988,1.67202,-248.55768589467806,-169.233398032201,83.50802568252236,-91.0057513896043,89.37855125143277,-0.9571718333896506,139.912286,-2903.99672,-289.52834,-88.88413700000001,-42.495756,-90.109587
2368,-0.110483,-0.805564,0.845834,3.83771,1.31324,1.65746,-254.8275630467947,-172.91121411914574,84.68258916254054,-109.35758956764457,40.265583081070325,3.9529332314327217,327.819093,-2786.228736,-378.41755400000005,-105.65335,14.26099,-98.296139
2369,-0.115122,-0.774969,1.06959,3.12298,1.41862,1.72094,-268.4570830773667,-152.1025329155845,60.489446263141524,-97.19197670363181,97.98093958752696,-1.123117599593391,354.848162,-2812.3807309999997,-154.93416,-103.37226,-30.755977,-96.796283
2370,0.0583366,-0.554392,1.10094,3.46887,1.69508,1.41314,-224.36225116409855,-152.28416053664097,74.81625593038777,-79.82390705983116,17.698036038016486,-19.47724187923623,256.5953134,-3081.932808,-128.30934,-86.758912,6.1271092000000005,-90.336825
2371,0.278725,-0.735575,0.882695,3.09312,1.50886,1.71392,-229.77670232808484,-172.28325237568237,87.11651387625628,-98.89308839737522,60.76847670937025,2.106393390129202,-2.2134784,-2984.4051249999998,-344.741425,-97.507194,-32.46889,-94.018949
2372,0.0864424,-0.615748,0.899635,3.69282,1.61728,1.56743,-226.83857475465396,-171.26854412050568,94.51168013800981,-94.55006831028358,15.166307428671917,-7.046005781400812,208.5634776,-3033.393952,-328.675995,-91.443231,10.189989,-90.886083
2373,0.0864002,-0.438663,1.09021,3.11421,1.38805,1.4041,-207.17179843678844,-137.9023469210622,79.3431954697164,-150.80936717197423,21.735669620303398,27.82254405265521,274.6535298,-3200.966237,-133.64409,-103.89095,-13.233845,-93.624746
2374,-0.21015,-0.494421,1.07683,3.83888,1.54079,1.53298,-254.6253089451135,-149.56089213638418,82.1203219027155,-115.01325596338091,32.474789461778954,0.9243127038388979,525.75401,-3044.773679,-149.10794,-95.29473800000001,20.487208,-92.28264
2375,-0.361963,-0.74729,1.08026,3.18306,1.63535,1.44228,-285.97641357908185,-155.21655853212053,58.15922691034447,-79.23204165746102,96.15664196783041,0.5067445004943248,592.151883,-2755.43451,-147.40310000000002,-89.624247,-11.945907,-90.792746
2376,-0.173636,-0.565256,0.785903,3.32983,1.82176,1.51439,-263.973688330468,-182.85088594907526,115.4773517774369,-97.60336040053573,70.21826962446292,-2.4793488077137087,476.518706,-2991.3788440000003,-444.489273,-79.21965,-7.3643511,-87.59566500000001
2377,0.146787,-0.666235,1.17346,2.8373,1.45019,1.56154,-239.62871161535935,-141.2392531199041,54.87073564519112,-100.41429134344754,76.68810904708016,3.593642857262085,146.20909300000002,-3004.5899649999997,-52.036651,-101.336744,-38.283944999999996,-94.76341199999999
2378,0.0264837,-0.432375,0.918084,3.07895,1.39098,1.61771,-224.75472725376315,-150.96177394547905,104.19122912894994,-146.36894425971036,51.78994158077268,8.806819677396858,337.6478363,-3184.200925,-305.59155400000003,-104.70136000000001,-27.226941,-96.416622
2379,-0.163236,-0.660124,0.942781,2.80259,1.5561,1.71132,-280.4880508595237,-167.1873657457888,85.08996215487856,-98.89996389091678,127.92256804547353,-0.38808150337596053,444.262046,-2900.667976,-283.598881,-94.32934399999999,-49.035641,-92.703734
2380,-0.0789723,-0.636753,0.823998,2.92009,1.84965,1.67568,-267.28481142852905,-182.3438183003845,105.76915489674023,-87.2173544481993,105.81212673137505,0.8962033944097798,370.8995223,-2952.921347,-406.936818,-73.3164,-39.464344,-83.189082
2381,-0.197101,-0.808807,0.954975,3.19615,1.70726,1.51125,-270.95632497972736,-169.26032704857212,76.44001832178853,-79.33918476515049,84.4012668851313,-0.3860051043264064,416.442981,-2753.6332930000003,-274.500155,-85.392566,-15.089963,-89.44129000000001
2382,0.179076,-0.710523,1.11848,3.45306,1.51614,1.43962,-227.29063845501219,-148.98220476330204,56.14585321825476,-95.12417202100467,22.054062267057596,6.368597780217639,90.243291,-2976.308577,-108.66855000000001,-96.54837699999999,3.8691633999999997,-92.355917
2383,-0.316594,-0.422593,0.749728,3.31657,1.38114,1.50164,-291.63609067938415,-173.5145386774185,117.05470458743206,-134.3299550684215,97.29281727557483,-3.3529318283717235,660.191064,-3076.550607,-473.349988,-104.16622,-7.1292095,-94.76654099999999
2384,-0.292137,-0.637857,1.11082,3.40031,1.59446,1.48723,-277.50981624043374,-151.2860680575231,67.31165472976424,-94.69502663245169,77.85350520237625,0.024011114207885948,561.030267,-2882.832043,-115.94553,-92.200756,-2.02826123,-91.301226
2385,-0.013628,-0.43241,1.11354,3.5161,1.26152,1.6359,-218.90081746091153,-131.37463876113674,71.28225225002085,-160.50438602338292,25.815644783650477,30.925053217509106,368.347058,-3172.22559,-108.30506,-110.00439,-2.4870956,-98.878326
2386,-0.00686124,-0.744693,1.15445,3.79927,1.70766,1.59327,-243.0910955713349,-147.74461592581946,49.51512724676477,-68.05936465240997,27.05334821269208,-7.49170965023308,249.57029124000002,-2879.506607,-74.914548,-87.448726,14.728738,-88.850103
2387,-0.16736,-0.690055,1.19166,2.88442,1.25709,1.52368,-275.11084195222094,-133.2482107512145,36.829898958347854,-101.76417990877577,106.97179330871982,-0.8214152134113534,433.57930999999996,-2873.818045,-30.157863,-113.48241,-32.332759,-97.957858
2388,-0.230431,-0.822545,0.879925,3.07675,1.67924,1.58761,-277.43590468486184,-175.6871946365546,80.43697190062115,-78.4138579260142,102.02029204319925,0.8817820467063369,446.93823100000003,-2728.688255,-348.40810500000003,-86.497364,-26.307447,-89.376779
2389,0.0586494,-0.504919,0.756233,3.16424,1.48042,1.60792,-227.63441313209069,-172.00594080283904,120.62996122904839,-135.5343123537865,48.617359677574285,4.4075351348233704,281.8023006,-3127.418681,-469.293863,-98.84765800000001,-22.199403999999998,-93.991026
2390,0.0924406,-0.473242,0.990771,3.21417,1.60185,1.60519,-215.3794188520375,-154.90773428054501,97.5059575753635,-119.3568490082677,33.18978349432271,-2.6268281441803825,258.74875940000004,-3169.9324579999998,-236.706411,-91.46964299999999,-19.525948,-91.194879
2391,-0.328675,-0.882049,1.17457,3.7958,1.91796,1.60751,-273.72485704579947,-137.81468437840718,13.42852643604013,-37.072489288806246,57.97817224708314,2.2915504312036785,506.743905,-2638.824251,-56.835706,-77.646365,14.413367000000001,-84.01060700000001
2392,0.264635,-0.606104,0.835322,2.95028,1.82157,1.70553,-223.94742972042383,-180.60202660318677,105.0901999095102,-88.7248064071885,63.805153023563605,-9.92385819478391,57.677427,-3100.349096,-396.029062,-75.19661900000001,-39.584244,-83.59608399999999
2393,0.159059,-0.683739,1.05807,3.60022,1.77149,1.41256,-226.1756625856876,-156.0410447993138,56.886401168461354,-35.46591563125942,14.540408333271007,-39.335787171132026,115.750181,-2993.735861,-173.01099,-83.041259,13.717701,-89.393636
2394,-0.0978791,-0.698485,1.1701,3.7551,1.78419,1.55149,-250.09092095444817,-147.76581536423933,54.4857080068632,-68.91822838731107,34.465072954724896,-7.763921898699732,351.4899291,-2891.529415,-59.878505,-83.436917,14.686341,-87.63217900000001
2395,0.0141801,-0.452588,0.960293,3.23955,1.81715,1.56307,-223.27706910012077,-160.10216965120105,105.05926018857315,-102.3801095385414,39.21454930168234,-16.473739821380946,339.08070990000004,-3161.989512,-270.240233,-78.894561,-15.259283,-87.033024
2396,-0.37435,-0.712343,1.10297,2.85237,1.80891,1.44575,-293.76405593050004,-155.04810894035208,53.37663360282847,-62.776693781303784,122.59348759296174,4.539882655920639,621.0256700000001,-2782.1920569999997,-126.95622,-78.049933,-30.906344,-88.204942
2397,-0.293699,-0.564067,1.08478,3.1732,1.79595,1.60178,-288.1685501032524,-157.31931364025067,77.0273000617976,-86.16654985192937,107.57569082478771,4.534393720243287,593.089989,-2950.290833,-145.1072,-79.604402,-21.289158,-86.758527
2398,-0.200402,-0.639333,0.730646,3.76185,1.42602,1.67858,-262.1705901491913,-182.85718848482173,111.26095536306917,-116.87594175535123,52.788320538788135,0.2509686922965886,472.125162,-2912.3405669999997,-493.926586,-100.670951,8.1735991,-95.575955
2399,-0.146224,-0.846404,1.17615,3.62799,1.59458,1.66336,-261.66180362711515,-141.38363848427707,34.27084026217555,-71.48221452052151,59.04903036618264,-0.1336979826203922,351.58099400000003,-2737.232096,-50.95087,-92.539532,0.935127,-91.23344999999999
2400,-0.179466,-0.616937,0.790245,2.83609,1.65685,1.73889,-283.16548263617005,-182.82968651065545,103.91850121846767,-94.93796073758715,130.14048767042493,2.448558055803378,474.66353599999997,-2935.692763,-437.66136500000005,-86.272398,-48.687615,-88.543132
2401,-0.253303,-0.521927,1.04671,3.74855,1.30527,1.5624,-265.7057397451485,-148.82979798979727,79.67264620191662,-127.03677529420126,50.58678750677746,1.5722706743523458,559.364213,-3004.0896730000004,-176.15063999999998,-106.76661,14.548055999999999,-96.974678
2402,0.00136256,-0.715419,1.21864,3.34021,1.42754,1.49746,-245.82410425410893,-134.62961199527493,39.67171232641722,-95.47825993839551,50.54347189746557,4.997899387770268,258.01063744,-2910.714081,-6.5308724,-101.55446,-5.718746599999999,-93.945362
2403,-0.134586,-0.766437,1.20008,3.36175,1.31923,1.58812,-262.9228837341981,-132.80875212234918,31.300283277540284,-93.34341919373807,71.45012888399418,1.5510024809970897,370.340816,-2815.274763,-23.108953,-107.72082,-9.0249084,-96.93868400000001
2404,0.048832,-0.67156,1.04841,3.2882,1.39954,1.4629,-238.76068055573614,-152.6691881749689,73.71445809035119,-114.87230834577876,44.84861518854227,8.395435980492927,228.580188,-2968.5723399999997,-176.19145999999998,-103.144878,-6.6558676,-94.10286500000001
2405,-0.209192,-0.634823,1.09851,3.18942,1.62103,1.52901,-273.52145702852806,-152.69497127574977,71.98126076008046,-96.41390001784414,88.32488186618718,0.008239763347555882,487.59484199999997,-2913.5549770000002,-128.89542,-90.37132199999999,-16.529008,-90.850417
2406,-0.111549,-0.522335,0.788215,2.80718,1.68827,1.48566,-269.51189837820255,-178.1446106198707,116.44106678884695,-111.74395878436445,103.78442909440706,-0.6938576194813783,440.074109,-3051.179365,-439.88611499999996,-85.29587500000001,-35.95174,-89.68347
2407,-0.00805551,-0.815017,1.03263,3.30272,1.70551,1.71742,-254.99601263856314,-161.67780358781084,68.83285767583658,-79.23949010879772,74.18428348235847,-0.9661042454157402,237.44989551,-2812.9242830000003,-196.74662,-85.449833,-20.743571,-88.089422
2408,0.221677,-0.887635,0.813591,3.56459,1.61848,1.51035,-233.8641832385481,-178.82241969151045,72.72954364052131,-68.25989988070576,26.207547915519957,-3.990593747306671,-9.8571455,-2824.460365,-414.83183099999997,-91.154798,6.0287939,-90.915508
2409,-0.29231,-0.479408,1.004382,3.72624,1.37545,1.44538,-269.55429725504223,-153.0204113033841,87.95475113053267,-127.3198164449959,48.98021384923064,1.9109975932557373,609.21495,-3030.219592,-219.11691199999999,-103.76451,19.511248,-94.265422
2410,-0.182472,-0.609626,1.16803,3.22014,1.63694,1.59325,-270.98841061625467,-145.56680334652722,64.10939361277806,-94.76893818802355,87.71640068775825,0.10149488974506428,471.333662,-2946.2818740000002,-59.611329000000005,-89.442564,-18.435091,-90.382961
2411,0.131548,-0.857665,1.08714,3.09589,1.62097,1.5454,-244.82028219703972,-153.61628741032013,52.866701165162034,-76.1145782941542,65.97551715151916,-1.4563498532414778,91.66476200000001,-2820.554535,-141.73817,-90.27195499999999,-22.837944,-90.868151
2412,-0.232201,-0.725515,0.945987,3.20819,1.28193,1.40334,-272.4093459481791,-161.2423556635114,78.0162252161934,-113.58716401130032,79.25209518029061,2.033713693816857,476.11439099999996,-2820.450085,-275.840027,-109.9503,-7.4556054,-94.575688
2413,0.179019,-0.713435,0.794806,3.32398,1.44294,1.65886,-231.6497013603675,-178.47864501443195,99.06440277811934,-110.53043417427737,46.549554994947144,5.4915999311006445,95.98526700000001,-2973.0850649999998,-430.515136,-100.91374,-15.826892,-95.12883500000001
2414,0.0367244,-0.674267,1.016735,2.91261,1.46125,1.68028,-253.81457366500337,-157.3221784292263,79.31569349555012,-108.12171960354739,93.22137918337519,1.0353748428470566,248.0695356,-2957.677933,-209.094335,-101.186787,-40.698173,-95.67967999999999
2415,-0.195686,-0.592498,0.917202,2.95112,1.23803,1.74154,-283.0869874182372,-161.15755790983206,87.2935578349517,-128.4353652721156,122.30070615964986,-8.684092117679835,496.19331600000004,-2954.008202,-303.97079199999996,-117.51944,-39.892918,-104.13159
2416,0.301829,-0.806391,1.21733,3.13733,1.62954,1.4245,-227.75244243788762,-129.85400877285952,9.354452737982898,-54.227934294833844,39.68815621513748,-4.117446603148635,-52.678458,-2927.957509,-11.771249000000001,-89.899332,-13.461299,-90.99601
2417,-0.120374,-0.746039,0.94701,3.31523,1.791,1.66535,-263.6619992899168,-171.25880383798847,85.68297347283895,-81.7708176476857,79.10312615355657,-0.24888198000672213,366.21826400000003,-2838.330661,-283.74356,-80.675436,-16.748558,-86.334698
2418,-0.198854,-0.719339,0.83117,3.67731,1.55404,1.59364,-263.1772769952361,-177.6432725491312,96.20305154923601,-99.57490817358091,53.744758986200026,0.0651453013063746,443.386844,-2838.3637609999996,-394.79883,-94.551214,7.807371,-92.097107
2419,0.126846,-0.534308,0.810218,2.84799,1.83806,1.4674,-228.06699626741442,-178.74621630475806,116.1855276122186,-100.57357361049392,60.588567961699155,-13.034904430785256,210.776234,-3121.8966920000003,-420.835848,-75.91441999999999,-32.293996,-87.440472
2420,0.269725,-0.597645,1.19416,3.09745,1.29424,1.66286,-218.79883097337827,-133.7650186824225,45.90176891177223,-113.44335160472247,48.663368188523286,15.089817563021953,51.090772,-3111.9467550000004,-29.615717,-111.15585,-28.00801,-99.64259799999999
2421,-0.350359,-0.722356,0.782527,3.09034,1.36149,1.60607,-290.1206173112631,-178.8436191299303,90.6207237512764,-104.96243032119602,114.51592859720738,-4.982120130092365,594.245859,-2781.944544,-439.907107,-106.43359,-25.821793,-96.815003
2422,0.279861,-0.470625,0.886215,2.82422,1.85822,1.4714,-203.6165953180017,-172.90433862560417,106.54264792016684,-88.5964638610792,39.523201665919316,-25.11692275248844,87.645452,-3234.130975,-345.954835,-74.527915,-33.802908,-87.07189100000001
2423,0.3957,-0.484327,1.1142,2.8458,1.63196,1.41147,-197.15821505128704,-151.24481509627367,69.71922338490397,-90.57316825428053,25.173359095308825,-8.232945149793824,-27.492404,-3262.608573,-115.08118999999999,-89.248091,-29.494232999999998,-90.97558199999999
2424,0.153007,-0.687616,1.04414,3.46229,1.72155,1.65881,-230.0626082678551,-160.42760967883538,74.68046493294176,-80.64495558025364,37.273368291779114,-8.204125372698746,126.43468299999999,-2988.884184,-185.71828,-85.34369,-8.1944042,-88.24291600000001
2425,-0.0773579,-0.511003,0.773717,3.34582,1.26528,1.50364,-244.1126793200532,-165.8540929565194,114.14006828360155,-150.81681562331093,50.21574003865074,11.145003143546234,403.0001679,-3075.529497,-447.834227,-110.57741,-4.9864401,-96.651002
2426,-0.296479,-0.443894,0.803187,3.27616,1.8797,1.42352,-285.4080394463121,-180.35221700450975,117.61964097343103,-99.74163889196397,88.88695346321052,2.0645903893964572,633.192339,-3063.547206,-427.44406699999996,-75.72869700000001,-5.2803959,-88.078649
2427,-0.117264,-0.751629,1.18649,2.94104,1.46441,1.57799,-269.45001893632843,-139.44073860098845,41.700441287416446,-88.35639454491938,101.30065705251494,-0.032201144818824474,365.310224,-2833.767071,-38.466677,-100.157816,-33.291407,-94.342386
2428,-0.251683,-0.880566,1.19268,3.66556,1.69537,1.6271,-269.73936262286946,-135.4151371323993,16.142742103133866,-53.800679667004786,62.88269097340298,0.3730201618153566,437.044163,-2667.456134,-36.587702,-87.658486,5.1631225,-88.939748
2429,0.0686638,-0.859129,0.939651,3.51851,1.64766,1.57139,-244.22497904789878,-169.06208365145687,71.1195322362037,-76.01832138457223,42.717326782214634,-2.8640498600983975,144.3815762,-2798.392471,-289.638231,-89.601173,-0.0793915999999999,-90.32653499999999
2430,-0.203723,-0.460789,0.986447,3.08286,1.47959,1.68774,-284.698144738145,-155.9052538018678,92.34418079902991,-122.17694727590161,114.62364466269197,-2.137212789929289,546.605653,-3077.350011,-238.468907,-99.32725099999999,-31.436445,-94.73084200000001
