step_order,Timestamp,x_dif,y_dif,z_dif,rx_dif,ry_dif,rz_dif,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,x_t,y_t,z_t,rx_t,ry_t,rz_t
1558,20200714220620,0.75,0.5,0.6,1.5708,2.0944,1.5708,-124.9019345495438,-108.75369205157669,-94.11347447039391,22.776905821394642,34.845975296927875,-29.98540243349455,1782.3776,-1599.1855,-714.4084299999998,-92.261279,-61.758447,-122.87223
1559,20200714220626,0.75,0.5,0.6,1.5708,2.26893,1.5708,-124.9013615917487,-108.79379909723585,-94.08368066504708,22.961340935647254,34.84528774757371,-40.142454450896714,1782.3647,-1599.1591,-714.33952,-92.05890000000001,-61.918499999999995,-132.72328
1560,20200714220642,0.75,0.5,0.6,1.5708,1.5708,1.39626,-123.5686617602744,-111.11370520972055,-90.84303137578715,22.030800180575284,23.484451402601703,-0.08566807657016556,1780.7469,-1601.5085,-714.41854,-91.795658,-51.213598,-92.182448
1561,20200714220646,0.75,0.5,0.6,1.5708,1.5708,1.43117,-123.79669896273646,-110.56595755757549,-91.59246017181827,22.068558099274405,25.757145792767616,0.08162471340992733,1781.1548,-1601.0608,-714.4807000000001,-91.960232,-53.27812,-92.34331499999999
1562,20200714220651,0.75,0.5,0.6,1.5708,1.5708,1.4660799999999998,-124.03046574314983,-110.15056315610566,-92.21010867496929,22.442928722612887,27.916279947938616,-0.14121117818794268,1781.4256,-1600.6812,-714.39409,-91.87617900000001,-55.22809399999999,-92.38070400000001
1563,20200714220655,0.75,0.5,0.6,1.5708,1.5708,1.50098,-124.29345337111488,-109.64922508536617,-92.87072901275513,22.46212280874977,30.17974971760293,-0.03425021378155084,1781.7139,-1600.3184,-714.2599200000001,-92.05404,-57.237265,-92.579269
1564,20200714220659,0.75,0.5,0.6,1.5708,1.5708,1.53589,-124.57706747970464,-109.1925777226469,-93.50442033416984,22.61298259620771,32.472726813716484,0.028131024529553645,1782.0575,-1599.8748,-714.30568,-92.152304,-59.255963,-92.65651799999999
1565,20200714220708,0.75,0.5,0.6,1.5708,1.5708,1.6057,-125.21476950568524,-108.35204863718998,-94.66465986930974,22.91813991789439,37.10285605194818,0.0006866440808406812,1782.6729999999998,-1598.7812,-714.3797500000001,-92.34734,-63.21665200000001,-92.94627
1566,20200714220713,0.75,0.5,0.6,1.5708,1.5708,1.64061,-125.57172221205174,-107.96530212547667,-95.18719737846905,23.08137559372716,39.514263524315275,-0.03905864748562724,1782.8734,-1598.1934,-714.26666,-92.41818,-65.23495500000001,-93.063942
1567,20200714220717,0.75,0.5,0.6,1.5708,1.5708,1.67552,-125.94357182109164,-107.62611111075923,-95.67764925110104,23.371406829622384,41.87943330261531,-0.14257710957153458,1783.1971,-1597.5419,-714.22787,-92.306745,-67.227573,-92.999947
1568,20200714220722,0.75,0.5,0.6,1.5708,1.5708,1.71042,-126.33031833280496,-107.23306206329949,-96.16810112373302,23.322762712815777,44.293934747076115,-0.00821352188053316,1783.4741,-1597.0732,-714.13111,-92.696578,-69.244173,-93.363362
1569,20200714220745,0.75,0.5,0.5,1.0472,1.5708,1.5708,-131.70294357774668,-109.69047804661558,-104.20268828485257,33.86203487534971,71.62774580048473,-0.05963115548603556,1785.1013,-1589.8981,-814.07045,-149.05733999999995,-90.83470600000001,-150.07963999999998
1570,20200714220754,0.75,0.5,0.5,1.22173,1.5708,1.5708,-129.03639799920782,-110.24682006568761,-103.38278568002035,33.57131609010033,58.95048162542014,-0.05892068782007334,1784.7989,-1592.9707,-814.22901,-94.371246,-81.18954499999998,-95.27278100000001
1571,20200714220803,0.75,0.5,0.5,1.39626,1.5708,1.5708,-126.74284794529913,-111.40763255862267,-101.70115455131139,33.038522636408175,46.69726351453187,0.055553930520105106,1784.2115,-1595.5728,-814.31223,-92.720805,-71.202209,-93.378113
1572,20200714220813,0.75,0.5,0.5,1.5708,1.5708,1.5708,-124.90709116969998,-113.15916453833759,-99.14576278502791,32.38368917235316,34.85141839598161,-0.14052821249614675,1782.8607,-1598.4169,-814.51213,-92.072277,-61.261055000000006,-92.696306
1573,20200714220822,0.75,0.5,0.5,1.7453299999999998,1.5708,1.5708,-123.57209950704518,-115.31463176361974,-95.870163070265,31.2701456975164,23.52226661708033,-0.14394304095512644,1781.2514,-1600.7114,-814.54986,-91.965189,-51.22573,-92.43343
1574,20200714220837,0.75,0.5,0.5,1.5708,0.8726649999999999,1.5708,-124.89849680277304,-113.12593298622001,-99.1715458858088,32.25139321745745,34.86929467918969,39.931434094950035,1782.8139,-1598.6804,-814.4385,-92.125093,-60.66194699999999,-52.820642
1575,20200714220844,0.75,0.5,0.5,1.5708,1.0472,1.5708,-124.89906976056815,-113.1351003109421,-99.1492005317987,32.25001811874913,34.80122729312815,30.017029703785777,1782.8119,-1598.5034,-814.3285,-92.130785,-60.753015,-62.694271
1576,20200714220851,0.75,0.5,0.5,1.5708,1.22173,1.5708,-124.90250750733894,-113.13624622653235,-99.16810813903801,32.374120777174475,34.88310296205234,19.856196164935756,1782.9775,-1598.5117,-814.37917,-92.044931,-60.995164,-72.741583
1577,20200714220858,0.75,0.5,0.5,1.5708,1.39626,1.5708,-124.90422638072434,-113.11218199913687,-99.16982701242341,32.16499118195172,34.81159782922002,10.009515385155968,1782.8625,-1598.4135,-814.42969,-92.27606700000001,-61.095689,-82.95662800000001
1578,20200714220911,0.75,0.5,0.5,1.5708,1.7453299999999998,1.5708,-124.90365342292921,-113.1631752429035,-99.14232503825713,32.36999548104953,34.843225099511244,-10.101475111274466,1782.8633,-1598.382,-814.51873,-92.088547,-61.433485000000005,-102.72047
1579,20200714220918,0.75,0.5,0.5,1.5708,1.91986,1.5708,-124.88990243584605,-113.13739214212262,-99.15378419415975,32.26714955682355,34.79509664472025,-20.001154487103857,1783.0051,-1598.4215,-814.4844400000002,-92.199594,-61.550755,-112.85455
1580,20200714220925,0.75,0.5,0.5,1.5708,2.0944,1.5708,-124.88589173128015,-113.15171608700088,-99.14060616487173,32.306912827805625,34.77722036151217,-29.98815263091118,1783.0019,-1598.3827,-814.47101,-92.155827,-61.692829,-122.72857
1581,20200714220931,0.75,0.5,0.5,1.5708,2.26893,1.5708,-124.9019345495438,-113.12593298622001,-99.16524335006237,32.262336711344446,34.819160872115745,-39.958592294439235,1783.0933,-1598.2415,-814.38409,-92.201217,-61.89248,-132.79023999999998
1582,20200714220947,0.75,0.5,0.5,1.5708,1.5708,1.39626,-123.56808880247925,-115.26134668867259,-95.91829152505599,31.05419790453159,23.51476086996412,0.03566266933810734,1781.3076,-1600.7292,-814.52766,-91.91901200000001,-51.232887999999996,-92.35763899999999
1583,20200714220951,0.75,0.5,0.5,1.5708,1.5708,1.43117,-123.79039642699003,-114.85913031649073,-96.57260932709538,31.49302627982229,25.67739006768541,-0.1323314782790052,1781.7106,-1600.1854,-814.62601,-91.84865400000001,-53.204265,-92.356721
1584,20200714220955,0.75,0.5,0.5,1.5708,1.5708,1.4660799999999998,-124.0298927853547,-114.40190999597635,-97.26245051243289,31.66508550570008,27.921092793417714,-0.013677705781142526,1782.0245,-1599.8206,-814.5735,-91.947356,-55.21998100000001,-92.405686
1585,20200714221000,0.75,0.5,0.5,1.5708,1.5708,1.50098,-124.30204773804184,-113.92406319483725,-97.95458352895093,31.770681627342686,30.246499300735675,0.06857846441479849,1782.3273,-1599.4484,-814.5108799999998,-92.114333,-57.296127,-92.597376
1586,20200714221004,0.75,0.5,0.5,1.5708,1.5708,1.53589,-124.58165114206568,-113.52413865383592,-98.56994020092145,32.01275629578546,32.50022878788276,0.06720565753766504,1782.6952,-1598.9686,-814.49217,-92.150688,-59.26257,-92.64375199999999
1587,20200714221013,0.75,0.5,0.5,1.5708,1.5708,1.6057,-125.21476950568524,-112.74949971481905,-99.71470987559283,32.38368917235316,37.102168502594026,-0.024633289077618508,1783.243,-1597.9247,-814.44208,-92.345456,-63.206055000000006,-92.983857
1588,20200714221018,0.75,0.5,0.5,1.5708,1.5708,1.64061,-125.58432728354462,-112.36676390767167,-100.29282429087984,32.581130428555234,39.56720482458537,-0.02602666513959716,1783.6271,-1597.1845,-814.4791299999998,-92.457527,-65.25999300000001,-93.121934
1589,20200714221022,0.75,0.5,0.5,1.5708,1.5708,1.67552,-125.9464366100673,-112.04418866901301,-100.77811954335561,32.75811709147114,41.88705364129056,-0.056216097843937794,1783.7945,-1596.6138,-814.48606,-92.559162,-67.21835,-93.274493
1590,20200714221027,0.75,0.5,0.5,1.5708,1.5708,1.71042,-126.32688058603415,-111.73364554405211,-101.24679901977264,32.946677501848704,44.23004995291903,-0.07539551626126503,1784.0616,-1596.0227,-814.47762,-92.651677,-69.161291,-93.393637
1591,20200714221050,0.75,0.5,0.4,1.0472,1.5708,1.5708,-131.72127822719088,-115.78904081798808,-107.72351393593148,43.539349330888825,71.71941904770567,-0.02807573410232352,1785.5724,-1589.1066,-913.9039399999999,-150.60566,-90.92323400000001,-151.58773999999994
1592,20200714221059,0.75,0.5,0.4,1.22173,1.5708,1.5708,-129.06791067794003,-116.28751409975187,-106.91105978243596,43.206117077240734,59.08627262286615,-0.007530498892963437,1785.2974,-1591.9555,-914.20376,-94.019852,-81.296948,-94.84317100000001
1593,20200714221108,0.75,0.5,0.4,1.39626,1.5708,1.5708,-126.73941019852835,-117.31425446862632,-105.18130019893601,42.42655070118574,46.68150717516577,-0.012994682793567072,1784.708,-1594.7894,-914.45154,-92.748257,-71.19296700000001,-93.49585400000001
1594,20200714221118,0.75,0.5,0.4,1.5708,1.5708,1.5708,-124.89735088718277,-118.84462473942075,-102.62418955926715,41.436479631199674,34.847350395636184,-0.0397416704732027,1783.6166,-1597.5868,-914.45532,-92.21553200000001,-61.257,-92.842467
1595,20200714221127,0.75,0.5,0.4,1.7453299999999998,1.5708,1.5708,-123.57840204279161,-120.7674710998798,-99.33999547757726,39.96850446429499,23.528454561267743,0.05349397535927126,1781.9798,-1599.7072,-914.37293,-92.10786999999999,-51.223562,-92.57398300000001
1596,20200714221142,0.75,0.5,0.4,1.5708,0.8726649999999999,1.5708,-124.88761060466554,-118.8583757265039,-102.6138763189548,41.391903514738495,34.790971348595306,40.01858097558943,1783.4453,-1597.8127,-914.4797599999999,-92.16713200000001,-60.58731800000001,-52.823685999999995
1597,20200714221149,0.75,0.5,0.4,1.5708,1.0472,1.5708,-124.9013615917487,-118.82457121659117,-102.6419512509162,41.37270942860162,34.87960791950205,29.995085420232268,1783.5309,-1597.7097,-914.3744399999999,-92.229422,-60.820504,-62.885017999999995
1598,20200714221156,0.75,0.5,0.4,1.5708,1.22173,1.5708,-124.88818356246067,-118.83201966792787,-102.63163801060385,41.36245348406877,34.82878656307394,20.072888803054234,1783.5391,-1597.6779,-914.45861,-92.259551,-60.936173999999994,-72.89436700000003
1599,20200714221202,0.75,0.5,0.4,1.5708,1.39626,1.5708,-124.8944860982071,-118.87957516492372,-102.58465547140314,41.5276945121845,34.81159782922002,9.927238645775182,1783.4747,-1597.6708,-914.42273,-92.082155,-61.090022,-82.77365200000003
1600,20200714221216,0.75,0.5,0.4,1.5708,1.7453299999999998,1.5708,-124.89162130923145,-118.86181347327468,-102.59668758510087,41.419348193125266,34.786846052470366,-10.041085359667676,1783.4813,-1597.5585,-914.52791,-92.252328,-61.374932,-102.93046000000001
1601,20200714221223,0.75,0.5,0.4,1.5708,1.91986,1.5708,-124.89104835143632,-118.85608389532337,-102.61158448777425,41.45154842121161,34.80328994119062,-19.990898542571017,1783.6731,-1597.477,-914.47551,-92.207746,-61.547745,-112.87650000000001
1602,20200714221230,0.75,0.5,0.4,1.5708,2.0944,1.5708,-124.90709116969998,-118.84519769721588,-102.62934617942332,41.43579208184552,34.89479130107301,-30.00253387156897,1783.6264,-1597.4064,-914.49829,-92.241697,-61.78296,-122.87428
1603,20200714221236,0.75,0.5,0.4,1.5708,2.26893,1.5708,-124.89104835143632,-118.90478530790948,-102.57205039991022,41.63397818318127,34.838412254032136,-40.20966240026555,1783.6234,-1597.5124,-914.43698,-92.003871,-61.903526,-132.73901
1604,20200714221252,0.75,0.5,0.4,1.5708,1.5708,1.39626,-123.56407809791334,-120.78867053829961,-99.32051491254282,40.03708751237215,23.494764642914053,0.03840925712062597,1782.0291,-1599.7998,-914.39951,-91.88551100000001,-51.206503999999995,-92.30136
1605,20200714221256,0.75,0.5,0.4,1.5708,1.5708,1.43117,-123.7938341737608,-120.37671388360056,-100.01493976024139,40.30924246505929,25.688390857351926,0.017166159316796544,1782.3476,-1599.2545,-914.48528,-91.960205,-53.203928,-92.456375
1606,20200714221301,0.75,0.5,0.4,1.5708,1.5708,1.4660799999999998,-124.02702799637905,-119.97048680685282,-100.71280235471072,40.57188631834726,27.91696749729277,0.04252911014651416,1782.6856,-1598.9624,-914.55759,-92.050447,-55.207671,-92.565459
1607,20200714221305,0.75,0.5,0.4,1.5708,1.5708,1.50098,-124.30605844260776,-119.6112422693058,-101.3539421274621,41.00865204557549,30.212121833027823,-0.13642984538757597,1782.9924,-1598.3813,-914.4886799999999,-91.980857,-57.247102,-92.593093
1608,20200714221309,0.75,0.5,0.4,1.5708,1.5708,1.53589,-124.5764945219095,-119.20845293932881,-102.0008114781648,41.09843453207249,32.45897582663335,0.025384436747035017,1783.2443,-1598.1286,-914.4299599999999,-92.200725,-59.22275,-92.77716099999999
1609,20200714221318,0.75,0.5,0.4,1.5708,1.5708,1.6057,-125.22279091481708,-118.5312168254842,-103.18511524070023,41.73201126192815,37.16336039511399,-0.12271495464552945,1783.9001,-1597.0026,-914.60605,-92.244348,-63.255179000000005,-92.94582
1610,20200714221323,0.75,0.5,0.4,1.5708,1.5708,1.64061,-125.5837543257495,-118.19832834651316,-103.73859247079659,41.952771900392065,39.58095581166851,-0.06580592164416044,1784.1528,-1596.3271,-914.54471,-92.347194,-65.275552,-93.01632199999999
1611,20200714221327,0.75,0.5,0.4,1.5708,1.5708,1.67552,-125.94013407432087,-117.90210916643055,-104.23706575256041,42.13789456399883,41.8732453584279,-0.0802037780780029,1784.3657,-1595.8198,-914.53211,-92.472234,-67.201821,-93.19376700000001
1612,20200714221331,0.75,0.5,0.4,1.5708,1.5708,1.71042,-126.31484847233644,-117.5967226616258,-104.71433959590438,42.25237153146597,44.216986515190044,-0.0397416704732027,1784.5263,-1595.3542,-914.49583,-92.73048700000001,-69.15494300000002,-93.472204
1613,20200714221356,0.75,0.4,0.9,1.0472,1.5708,1.5708,-137.8599480442225,-95.39002443794537,-79.81359381951881,-4.844478478968088,77.77099927987742,-0.0781273790284488,1832.7012,-1507.2808,-413.98418,-153.91701,-90.81895200000001,-154.92681
1614,20200714221405,0.75,0.4,0.9,1.22173,1.5708,1.5708,-134.8479089152198,-95.6398340366224,-79.53169858431444,-4.882889569553659,64.76256549922721,-0.02739271111474807,1832.4127,-1509.9379999999999,-413.9645,-94.487848,-81.204677,-95.318261
1615,20200714221415,0.75,0.4,0.9,1.39626,1.5708,1.5708,-132.1607368560562,-96.64938567164292,-78.41786863058012,-4.955592184177808,52.105297551212686,-0.08566807657016556,1831.8117,-1512.6033,-413.97432,-92.710886,-71.25025400000001,-93.454684
1616,20200714221424,0.75,0.4,0.9,1.5708,1.5708,1.5708,-129.93250399079244,-98.38143708632339,-76.46350959138888,-5.116157876685264,39.866919047218296,-0.08566807657016556,1830.9675,-1515.0941,-413.5859,-92.121199,-61.21085,-92.670821
1617,20200714221433,0.75,0.4,0.9,1.7453299999999998,1.5708,1.5708,-128.2548835666494,-100.71051052353019,-73.69211273634109,-5.678716487834469,28.165172814143443,0.006866440808406812,1829.2274,-1517.5741,-413.40774,-92.092939,-51.239249,-92.48992700000001
1618,20200714221449,0.75,0.4,0.9,1.5708,0.8726649999999999,1.5708,-129.9359417375632,-98.35049736538635,-76.47210395831584,-5.254045899661454,39.93974198297943,39.99182384655682,1830.8306,-1515.3205,-413.53513999999996,-92.19701300000001,-60.659785,-52.796779
1619,20200714221456,0.75,0.4,0.9,1.5708,1.0472,1.5708,-129.93651469535834,-98.37456159278182,-76.45147747769114,-5.168967396662478,39.87241944205155,29.938190711175775,1830.864,-1515.1483,-413.42048,-92.10766600000001,-60.754895,-62.683169
1620,20200714221502,0.75,0.4,0.9,1.5708,1.22173,1.5708,-129.939379484334,-98.37857229734773,-76.44574789973983,-5.17992234970538,39.87310699140571,19.952223891399683,1830.8345,-1515.1352000000002,-413.47263999999996,-92.14613200000001,-60.917357,-72.774826
1621,20200714221509,0.75,0.4,0.9,1.5708,1.39626,1.5708,-129.93823356874375,-98.36825905703539,-76.45319635107653,-5.280138397651712,39.875169639468176,10.092536969670425,1830.7693,-1515.1283,-413.67139,-92.289128,-61.076113,-82.83148800000001
1622,20200714221523,0.75,0.4,0.9,1.5708,1.7453299999999998,1.5708,-129.93021215961193,-98.38258300191366,-76.44632085753496,-5.150443671145899,39.84904276401022,-10.019828625468325,1830.9346,-1515.0358,-413.55755,-92.16288700000001,-61.373731,-102.70817000000001
1623,20200714221530,0.75,0.4,0.9,1.5708,1.91986,1.5708,-129.92505553945574,-98.38315595970879,-76.44574789973983,-5.180632817371342,39.817415493719,-20.04641815291919,1830.9525,-1515.0253,-413.62050999999997,-92.206636,-61.50435,-112.86862
1624,20200714221536,0.75,0.4,0.9,1.5708,2.0944,1.5708,-129.93995244212914,-98.36195652128896,-76.48184424083307,-5.162790911630968,39.93424158814617,-29.98540243349455,1831.0155,-1514.9876000000002,-413.73776,-92.21066800000001,-61.765598,-122.7539
1625,20200714221543,0.75,0.4,0.9,1.5708,2.26893,1.5708,-129.94797385126097,-98.36081060569869,-76.46809325374993,-5.206014847695638,39.936991785562796,-39.94077330701066,1830.9924,-1514.8306,-413.60799,-92.22625000000001,-61.914117999999995,-132.76307
1626,20200714221558,0.75,0.4,0.9,1.5708,1.5708,1.39626,-128.26004018680558,-100.73170996195003,-73.69726935649727,-5.4530226827544865,28.229114904080042,-0.1446260066469224,1829.2779,-1517.5408,-413.36654999999996,-91.76504600000001,-51.29991,-92.133551
1627,20200714221603,0.75,0.4,0.9,1.5708,1.5708,1.43117,-128.53849767523914,-100.24125808931805,-74.29543729461385,-5.376166124115638,30.449269064432464,-0.16317666117987306,1829.4691,-1517.1784,-413.53896999999995,-91.83488200000001,-53.292639,-92.309311
1628,20200714221607,0.75,0.4,0.9,1.5708,1.5708,1.4660799999999998,-128.86565657625886,-99.6975211417389,-74.89704297950121,-5.504468563179284,32.83712797141968,0.04802228571155141,1829.8118,-1516.6933000000001,-413.48994999999996,-92.06025100000001,-55.347752,-92.479239
1629,20200714221611,0.75,0.4,0.9,1.5708,1.5708,1.50098,-129.18479406814672,-99.27238645775182,-75.43046668676801,-5.2252203929884224,35.09206066993656,-0.1432600752633305,1830.2224,-1516.2529999999997,-413.48026,-91.94521800000001,-57.281875,-92.473246
1630,20200714221616,0.75,0.4,0.9,1.5708,1.5708,1.53589,-129.56409212852333,-98.79855036117863,-75.9713388453715,-5.234840354368669,37.545580540245766,-0.07676144764485691,1830.5027,-1515.6601,-413.58646,-92.104887,-59.349219999999995,-92.645291
1631,20200714221625,0.75,0.4,0.9,1.5708,1.5708,1.6057,-130.31925050250575,-97.998701279176,-76.90182230466397,-5.061950339687943,42.207337048768686,-0.04318411549790771,1831.1444,-1514.6161000000002,-413.75234,-92.222384,-63.178726999999995,-92.768523
1632,20200714221629,0.75,0.4,0.9,1.5708,1.5708,1.64061,-130.74495814428795,-97.60565223171626,-77.32581107306078,-5.133999782425644,44.635589480312625,0.023324481586201172,1831.3023,-1514.1687000000002,-413.86224999999996,-92.497083,-65.210918,-93.06464
1633,20200714221634,0.75,0.4,0.9,1.5708,1.5708,1.67552,-131.19702184464617,-97.26359642802316,-77.72745448744747,-5.0708598334022215,47.10755859162505,0.03978252236399553,1831.4475,-1513.6296,-414.02338,-92.61933900000001,-67.243272,-93.196185
1634,20200714221638,0.75,0.4,0.9,1.5708,1.5708,1.71042,-131.68976554845867,-96.94331302054502,-78.10274184325817,-4.974144557584144,49.687988613555746,-0.032201144818824474,1831.5962,-1513.0896,-414.03886,-92.698954,-69.33253500000001,-93.357779
1635,20200714221702,0.75,0.4,0.8,1.0472,1.5708,1.5708,-137.8897418495693,-95.42898556801427,-89.7899349483367,5.179217611617369,77.86840210504965,-0.010945613830840707,1833.5458,-1506.2215,-513.3385099999999,-155.23096,-90.898025,-156.15893
1636,20200714221711,0.75,0.4,0.8,1.22173,1.5708,1.5708,-134.8484818730149,-95.7011405207014,-89.52866619375705,5.288973406852629,64.78032719087626,-0.1336979826203922,1833.2272,-1508.9541000000002,-513.4978299999999,-93.62856699999999,-81.21032900000003,-94.50726
1637,20200714221721,0.75,0.4,0.8,1.39626,1.5708,1.5708,-132.17620671652472,-96.64823975605265,-88.43890046741822,5.069484734693913,52.196054065961405,0.013732938912593137,1832.7459,-1511.5721,-513.43617,-92.579796,-71.305766,-93.194422
1638,20200714221730,0.75,0.4,0.8,1.5708,1.5708,1.5708,-129.939379484334,-98.32643313799085,-86.52292960050075,4.756695615176095,39.94042953233359,0.07201220048101752,1831.651,-1514.2022000000002,-513.4498799999998,-92.251669,-61.260711,-92.706196
1639,20200714221739,0.75,0.4,0.8,1.7453299999999998,1.5708,1.5708,-128.26978046932277,-100.61711840292386,-83.84607078164954,4.520035397897308,28.275868260162717,-0.13850624443713008,1829.9843,-1516.5426,-513.67801,-91.999059,-51.308409999999995,-92.451261
1640,20200714221755,0.75,0.4,0.8,1.5708,0.8726649999999999,1.5708,-129.94396314669504,-98.32242243342492,-86.52751326286179,4.799890903351007,39.97343190133312,40.0110179326937,1831.6231,-1514.3436000000002,-513.2820499999999,-92.10754,-60.675242,-52.653531
1641,20200714221801,0.75,0.4,0.8,1.5708,1.0472,1.5708,-129.94969272464638,-98.3373193360983,-86.52121072711536,4.831472337018618,39.958993364895825,29.9518844024794,1831.5706,-1514.2314000000001,-513.3807499999999,-92.115156,-60.8135,-62.683265
1642,20200714221808,0.75,0.4,0.8,1.5708,1.22173,1.5708,-129.9336499063827,-98.33273567373728,-86.51032452900786,4.734739872466681,39.85723606048058,20.00636840303955,1831.6367,-1514.1602,-513.4000700000001,-92.23253600000001,-60.886593,-72.84795600000001
1643,20200714221815,0.75,0.4,0.8,1.5708,1.39626,1.5708,-129.92505553945574,-98.35508102774737,-86.5091786134176,4.8877196037666115,39.856548511126434,9.947865126399892,1831.6779,-1514.2494000000002,-513.4398799999999,-92.089376,-61.058152,-82.70083499999998
1644,20200714221828,0.75,0.4,0.8,1.5708,1.7453299999999998,1.5708,-129.9359417375632,-98.34705961861555,-86.5166270647543,4.845183217056093,39.906739613979894,-10.060336741584072,1831.6776,-1514.1548,-513.4912499999999,-92.16730000000001,-61.421289,-102.75623
1645,20200714221835,0.75,0.4,0.8,1.5708,1.91986,1.5708,-129.93995244212914,-98.32299539122005,-86.53782650317414,4.783429825896898,39.932178940083695,-19.946322426109838,1831.7781,-1514.0493000000001,-513.56716,-92.25000800000001,-61.586353,-112.82050000000001
1646,20200714221842,0.75,0.4,0.8,1.5708,2.0944,1.5708,-129.93823356874375,-98.34362187184476,-86.51605410695917,4.839694281378746,39.875169639468176,-30.049172636092614,1831.7825,-1513.9209,-513.4708899999999,-92.183811,-61.695586,-122.78732000000001
1647,20200714221849,0.75,0.4,0.8,1.5708,2.26893,1.5708,-129.926201455046,-98.34648666082042,-86.51433523357379,4.830790517242407,39.8765447381765,-39.951086547323015,1831.7933,-1514.0601000000001,-513.43624,-92.16873000000001,-61.863296,-132.69066
1648,20200714221904,0.75,0.4,0.8,1.5708,1.5708,1.39626,-128.2588942712153,-100.61425361394822,-83.83461162574693,4.359549919481164,28.16448526478929,-0.03425021378155084,1829.9751,-1516.5357000000001,-513.6624099999999,-91.917985,-51.225637,-92.336801
1649,20200714221908,0.75,0.4,0.8,1.5708,1.5708,1.43117,-128.537924717444,-100.12666653029189,-84.41960153457549,4.450770530043942,30.419704442203717,-0.00821352188053316,1830.3288,-1516.1562000000001,-513.68891,-91.97914700000001,-53.255599,-92.42018399999999
1650,20200714221913,0.75,0.4,0.8,1.5708,1.5708,1.4660799999999998,-128.84503009563414,-99.64824677135766,-84.98110017380371,4.531706548184123,32.75599714762917,0.00892639596924066,1830.6116,-1515.8144,-513.5874699999999,-92.03986,-55.283964,-92.48413000000001
1651,20200714221917,0.75,0.4,0.8,1.5708,1.5708,1.50098,-129.20198280200063,-99.17612954816984,-85.54259881303192,4.647621639717039,35.190380227581,-0.013677705781142526,1830.9737,-1515.2298,-513.63982,-92.08305700000001,-57.341128000000005,-92.568183
1652,20200714221922,0.75,0.4,0.8,1.5708,1.5708,1.53589,-129.54804931025964,-98.76130810449513,-86.02502927653207,4.7189720739446805,37.484388647725794,-0.010262590843265253,1831.2744,-1514.7806,-513.5156,-92.14075700000001,-59.279937,-92.64389299999999
1653,20200714221931,0.75,0.4,0.8,1.5708,1.5708,1.6057,-130.3255530382522,-97.95229169777042,-86.95035611566834,4.817744268247283,42.23827676970575,0.04733565308986663,1831.9492,-1513.5942,-513.46187,-92.34398300000001,-63.19070400000001,-92.849918
1654,20200714221935,0.75,0.4,0.8,1.5708,1.5708,1.64061,-130.75068772223923,-97.60679814730652,-87.36059389698201,4.944642960712859,44.64584542484547,-0.03700963581868039,1832.116,-1513.0983,-513.46474,-92.34143200000001,-65.20081,-92.92855999999999
1655,20200714221940,0.75,0.4,0.8,1.5708,1.5708,1.67552,-131.19530297126076,-97.25156431432539,-87.7524970288515,4.931596711717729,47.146061355457846,0.03978252236399553,1832.3048,-1512.7273,-513.4913400000002,-92.55600100000001,-67.25863100000001,-93.118616
1656,20200714221944,0.75,0.4,0.8,1.5708,1.5708,1.71042,-131.68518188609764,-96.94388597834016,-88.1037201572667,5.0001969485287425,49.66873723163934,-0.06648888733595638,1832.4685,-1512.1070000000002,-513.46462,-92.637658,-69.30222400000001,-93.32501
1657,20200714222008,0.75,0.4,0.7,1.0472,1.5708,1.5708,-137.8748449468959,-97.12092993703558,-98.12475199410478,15.279982255225871,77.82657618600511,-0.09184226977049531,1834.2851,-1505.3580000000002,-613.26333,-149.46653999999995,-90.936502,-150.47195
1658,20200714222017,0.75,0.4,0.7,1.22173,1.5708,1.5708,-134.8616599023029,-97.32375699651189,-97.85145112582738,15.117434128747258,64.81126691181333,-0.060314121177831505,1834.104,-1507.9244,-613.1701400000001,-94.257707,-81.208605,-95.10683900000001
1659,20200714222027,0.75,0.4,0.7,1.39626,1.5708,1.5708,-132.1607368560562,-98.32471426460543,-96.74449666563463,15.129122467767926,52.13829992021222,-0.07331911721171093,1833.4547,-1510.6979000000001,-613.2192400000002,-92.379886,-71.248895,-93.052419
1660,20200714222036,0.75,0.4,0.7,1.5708,1.5708,1.5708,-129.93250399079244,-99.93759045789872,-94.80847227588758,14.677173358968732,39.86348130044751,0.031542759016439645,1832.276,-1513.2573,-613.16598,-92.22724600000001,-61.186516999999995,-92.720307
1661,20200714222045,0.75,0.4,0.7,1.7453299999999998,1.5708,1.5708,-128.25774835562507,-102.1492075471037,-92.13333233042177,14.238230392119009,28.18373664670568,0.04733565308986663,1830.5375,-1515.7087000000001,-613.1903900000001,-92.05049,-51.226195,-92.373416
1662,20200714222101,0.75,0.4,0.7,1.5708,0.8726649999999999,1.5708,-129.93307694858757,-99.94561186703054,-94.80045086675575,14.68811685285573,39.86829414592661,39.95137302622058,1832.1729,-1513.3620000000003,-613.01151,-92.122308,-60.562363999999995,-52.747626
1663,20200714222108,0.75,0.4,0.7,1.5708,1.0472,1.5708,-129.93651469535834,-99.91524510388861,-94.8164936850194,14.591401577037649,39.887545527843,30.018404802494086,1832.2601,-1513.3364000000001,-613.0435500000001,-92.25374000000001,-60.743117,-62.823082
